ts,REFERENCE_PRICE,STRATEGY1,STRATEGY2,STRATEGY3
2017-05-08 09:34:24.348,103.14209096527307,103.23954468173588,103.21988625781626,103.22627560490834
2017-05-08 09:34:29.939,103.08782001608708,103.25062832172391,103.22246820355761,103.19048259514565
2017-05-08 09:34:34.969,103.06212055742668,103.19547641675068,103.21830987015609,103.20188237573419
2017-05-08 09:34:39.818,103.0612063402458,103.23613871747438,103.2199930941863,103.2032911617728
2017-05-08 09:34:44.808,103.09129940992943,103.23463875985038,103.19955923498,103.21302861206604
2017-05-08 09:34:49.479,103.05433744642579,103.22241784227216,103.21304943908592,103.23309530095408
2017-05-08 09:34:54.989,103.06469059470119,103.23760949593817,103.22229779896095,103.21634128105813
2017-05-08 09:34:59.845,103.10461971448679,103.2237234650012,103.2114617733751,103.22742424418963
2017-05-08 09:35:04.901,103.09263005608727,103.26031758644845,103.23298591689229,103.22941920832034
2017-05-08 09:35:09.926,103.16704573491306,103.22233554348972,103.21872500987621,103.20216505067067
2017-05-08 09:35:14.910,103.11343034240377,103.2561288007968,103.22004247071405,103.25773912629082
2017-05-08 09:35:19.873,103.11363543608957,103.17588206259289,103.23454171981024,103.23383939674964
2017-05-08 09:35:24.998,103.10994659245672,103.26261648807755,103.22927581589975,103.27476120731167
2017-05-08 09:35:29.700,103.12498031950915,103.23248153600717,103.22226002998694,103.23555009866054
2017-05-08 09:35:34.752,103.00738085637192,103.23452396322475,103.23456783229267,103.25577699877755
2017-05-08 09:35:39.929,103.08747797453853,103.23356487362601,103.23698080967571,103.27938629522517
2017-05-08 09:35:44.891,103.11696138211587,103.2800806180541,103.22926909772755,103.25438399032329
2017-05-08 09:35:49.936,103.0803217344939,103.2916696246885,103.22940401245721,103.2357961109661
2017-05-08 09:35:54.906,103.06879672396406,103.23371417150616,103.21985687848208,103.25233414942547
2017-05-08 09:35:59.838,103.1167031917269,103.27002016777274,103.24270884822104,103.2348296729421
2017-05-08 09:36:04.730,103.05651144414918,103.22019930963693,103.22785658198674,103.24640626231448
2017-05-08 09:36:09.660,103.08477370754792,103.23381268593087,103.27354620042749,103.24279598718131
2017-05-08 09:36:14.291,103.11294945153234,103.23884317486146,103.23001676264784,103.20097468914577
2017-05-08 09:36:19.841,103.12357401498035,103.21915281900016,103.21517483257631,103.26040412114905
2017-05-08 09:36:24.105,103.11963513245234,103.2258514069475,103.18716814604886,103.2255960215026
2017-05-08 09:36:29.927,103.12195829475061,103.23176510555643,103.22247575622377,103.26783884410459
2017-05-08 09:36:34.975,103.0929345063219,103.19870254734002,103.26091088494479,103.2350402891669
2017-05-08 09:36:39.603,103.06139605554758,103.346973556621,103.22593083214717,103.24352527134275
2017-05-08 09:36:44.265,103.07399155289839,103.25280704625044,103.2445236511468,103.27134742570954
2017-05-08 09:36:49.315,103.10049589946998,103.20070989564407,103.24903099170032,103.23299210065933
2017-05-08 09:36:54.789,103.07680380798364,103.24827285193045,103.21743865374125,103.22567402858189
2017-05-08 09:36:59.245,103.09987783271177,103.21576047892663,103.23860607145969,103.21553619078696
2017-05-08 09:37:04.761,103.08669323021314,103.22935070740252,103.14507568978627,103.23171478119205
2017-05-08 09:37:09.997,103.0967034673513,103.21817339104469,103.18837282432672,103.22945502679777
2017-05-08 09:37:14.946,103.11340269211917,103.22081757371393,103.20985919395737,103.21647662066533
2017-05-08 09:37:19.999,103.12172131916424,103.2286611441388,103.23687074304272,103.18733973624057
2017-05-08 09:37:24.846,103.07036374546867,103.18920882159635,103.2693719281832,103.19153649871745
2017-05-08 09:37:29.482,103.11550830566729,103.2137712024121,103.20512665166396,103.24625097482394
2017-05-08 09:37:34.747,103.06572809115448,103.145182129748,103.21229117748594,103.27394128454252
2017-05-08 09:37:39.688,103.06853773237975,103.18877088063329,103.18617911229379,103.22413957641359
2017-05-08 09:37:44.435,103.07821824716521,103.21462488005793,103.21950820821262,103.1877578626613
2017-05-08 09:37:49.945,103.080404149737,103.22062817376649,103.21269684365822,103.17445455521272
2017-05-08 09:37:54.981,102.98022355812378,103.2519385260189,103.25191547963098,103.2389891156819
2017-05-08 09:37:59.273,103.07511708384402,103.21913794245887,103.19484799223918,103.20287308084913
2017-05-08 09:38:04.656,103.1035117151534,103.20772959139929,103.23762187616816,103.23154473521296
2017-05-08 09:38:09.809,103.10769598093968,103.20251816229043,103.21050893563886,103.24468301011902
2017-05-08 09:38:14.830,103.10649226817662,103.21337372408512,103.20121111182853,103.228531957015
2017-05-08 09:38:19.814,103.0607774340732,103.2227882196056,103.22016028448303,103.21771893595496
2017-05-08 09:38:24.891,103.10707487620434,103.24129958887644,103.21592822977246,103.19703932350623
2017-05-08 09:38:29.831,103.0599179967765,103.20926565979886,103.20391628143574,103.23450660394826
2017-05-08 09:38:34.869,103.02829552323541,103.21133871767152,103.2173476577237,103.18925468080175
2017-05-08 09:38:39.827,103.07257100101513,103.21445868525224,103.2777979704685,103.1587684259442
2017-05-08 09:38:44.810,103.07624838044158,103.18558585420642,103.18768338001333,103.22444223604926
2017-05-08 09:38:49.603,103.09195955794529,103.21111715167073,103.25954314946162,103.22693225994759
2017-05-08 09:38:54.785,103.07624269430691,103.2231355663129,103.21354864684632,103.21251144697237
2017-05-08 09:38:59.334,103.05525161157081,103.23148285407976,103.2261732719146,103.24241180030481
2017-05-08 09:39:04.686,103.03966959159622,103.21587244437147,103.16394653827412,103.23090950770903
2017-05-08 09:39:09.824,103.07972548297182,103.22887249876841,103.21581586578768,103.20445553990659
2017-05-08 09:39:13.922,103.09027564571764,103.26784550191478,103.21679084516816,103.22439648498455
2017-05-08 09:39:19.564,103.06715436976822,103.18261865429561,103.21692405051695,103.23686842181341
2017-05-08 09:39:24.958,103.1101971140671,103.21235725871288,103.20750117995215,103.23100797414332
2017-05-08 09:39:29.708,103.09356133803568,103.24120021455056,103.21332007840985,103.2087055109946
2017-05-08 09:39:34.968,103.09045670669578,,103.22932836182135,103.22713378524097
2017-05-08 09:39:39.347,103.10720028249692,103.24075946005546,103.24763133092836,103.2231026138323
2017-05-08 09:39:44.617,103.09822710787716,103.26294146425238,103.24365472052506,103.23624325557117
2017-05-08 09:39:49.946,103.09089192525843,103.21844241576841,103.22113499760104,103.22214854974999
2017-05-08 09:39:54.994,103.10716758714159,103.2464662823146,103.21296701072038,103.20586984989134
2017-05-08 09:39:59.945,103.12495217299374,103.25504975885718,103.18394361326908,103.20123503362605
2017-05-08 09:40:04.979,103.08997898006403,103.19015181395554,103.23451830839096,103.19894127904365
2017-05-08 09:40:09.145,103.0715387519235,103.2260439013653,103.26114621319644,103.25265629812988
2017-05-08 09:40:14.771,103.1548743056391,103.23951802834611,103.24058779065498,103.18257305713604
2017-05-08 09:40:19.489,103.04544636507572,103.21103347924063,103.26546608217228,103.186428706194
2017-05-08 09:40:24.353,103.07915299358405,103.2495100003207,103.230130768395,103.2175950820421
2017-05-08 09:40:29.987,103.11510857720327,103.26856424621563,103.22469307935003,103.25210497944744
2017-05-08 09:40:34.826,103.10278539412064,103.23529807984974,103.2513491560909,103.23633887288811
2017-05-08 09:40:39.714,103.10963030531276,103.22749725606539,103.23635135466563,103.24346683656984
2017-05-08 09:40:44.850,103.10339929447812,103.19728089156638,103.23926116509521,103.22785882299684
2017-05-08 09:40:49.688,103.09622669721301,103.23141253386825,103.23482233052948,103.1810587992145
2017-05-08 09:40:54.941,103.0976307216912,103.2261211487684,103.23207095983337,103.24423862767306
2017-05-08 09:40:59.911,103.12231714169974,103.23079492494719,103.23365563552484,103.19268028212733
2017-05-08 09:41:04.538,103.0824750077057,103.25010364081336,103.24730336606416,103.24197041160834
2017-05-08 09:41:09.796,103.09000366870066,103.21113677947262,103.24404326720119,103.2925260431439
2017-05-08 09:41:14.803,103.03113993330493,103.20445784441416,103.1868975924931,103.24126019974878
2017-05-08 09:41:19.742,103.06134611677166,103.28746830372918,103.24142308971412,103.19442632978026
2017-05-08 09:41:23.947,103.10769324676379,103.35111213436187,103.21277670383304,103.23476965929946
2017-05-08 09:41:29.919,103.10867409377562,103.23899382444401,103.29785751465695,103.2477792995025
2017-05-08 09:41:34.956,103.11640366737512,103.23616537491982,103.21293545355938,103.26105528838485
2017-05-08 09:41:39.442,103.10157600837844,103.24176727373259,103.2227383980983,103.23833947247977
2017-05-08 09:41:43.826,103.15268184252054,103.19235230495165,103.21124718615627,103.23127056492811
2017-05-08 09:41:49.934,103.10599466971878,103.22462286294706,103.2258953772718,103.2463889025154
2017-05-08 09:41:54.488,103.12995210234487,103.23428541041989,103.1909307652329,103.22411445525037
2017-05-08 09:41:59.827,103.1196359528764,103.25707191585713,103.15581987868244,103.2641836687851
2017-05-08 09:42:04.783,103.04675033143832,103.26897137340308,103.2091748992967,103.27670050127686
2017-05-08 09:42:09.219,103.10086835293141,103.20080188037231,103.26436747011587,103.26707879371507
2017-05-08 09:42:14.838,103.12059611070238,103.20710947292045,103.21899788150496,103.24724233460564
2017-05-08 09:42:19.754,103.11958799718481,103.23098220716912,103.23338447741762,103.25759763287317
2017-05-08 09:42:24.714,103.1029384671726,103.21914720935763,103.25390407928298,103.19242249373075
2017-05-08 09:42:29.933,103.08124975499604,103.21306671570446,103.24264872955479,103.23188503084569
2017-05-08 09:42:34.713,103.10985231009488,103.22704511415925,103.24863291643972,103.2675196472234
2017-05-08 09:42:39.440,103.10151233809427,103.20397297724918,103.23842951347424,103.25465235982209
2017-05-08 09:42:44.991,103.13359499623017,103.21760673031,103.19334732697001,103.19438289192351
2017-05-08 09:42:49.958,103.09073985444199,103.24458338269028,103.26617371541619,103.22064287766717
2017-05-08 09:42:54.939,103.07218692565348,103.19269814047911,103.17895592197584,103.25526327061793
2017-05-08 09:42:59.891,103.09551106187008,103.22699651408284,103.23049779040775,103.23889552169395
2017-05-08 09:43:04.254,103.14901500863685,103.25406338942491,103.17221719439029,103.29234389429627
2017-05-08 09:43:09.999,103.0555663825814,103.22759397764469,103.24134270712486,103.20353118160887
2017-05-08 09:43:14.510,103.10639302348046,103.22989072796543,103.23939875467958,103.23379493598435
2017-05-08 09:43:19.525,103.08149441910962,103.21692554459457,103.24269902435373,103.24144081699103
2017-05-08 09:43:24.903,103.14623638460291,103.27363950102821,103.27747792364059,103.2044577710297
2017-05-08 09:43:29.850,103.10083923450412,103.21693868844082,103.23032892083732,103.2031735154968
2017-05-08 09:43:34.939,103.10303237601747,103.22725027346914,103.24896209930301,103.22299620151313
2017-05-08 09:43:39.732,103.0833653411636,103.23009336015902,103.22361456502819,103.22984667700938
2017-05-08 09:43:44.964,103.07747580355448,103.17685298837604,103.23109739564416,103.35430762970446
2017-05-08 09:43:49.659,103.09959117497189,103.24646447417743,103.28671858328852,103.23793909589969
2017-05-08 09:43:54.171,103.1439189826546,103.23651088494805,103.15345398594933,103.25061818508921
2017-05-08 09:43:59.776,103.0358873203013,103.26078323096898,103.25005274772896,103.23237339771843
2017-05-08 09:44:04.435,102.96181649631743,103.26666317399877,103.26344144872954,103.28840532289279
2017-05-08 09:44:09.832,103.10440994862753,103.25121803906335,103.25651348418546,
2017-05-08 09:44:14.647,103.07781484711927,103.24157932623885,103.2220826032089,103.24333101426393
2017-05-08 09:44:19.956,103.12611763930984,103.24333072955916,103.23081987076759,
2017-05-08 09:44:24.630,103.09787444695343,103.22982070733526,103.2411771299428,103.22175582196363
2017-05-08 09:44:29.451,103.09477626762366,103.2468339681717,103.24197244146764,103.26654505186998
2017-05-08 09:44:34.756,103.08974364307358,103.2553093856465,103.23714083385809,103.23879421071652
2017-05-08 09:44:39.168,103.09475173481306,103.2249979447979,103.26322057812739,103.22912805968234
2017-05-08 09:44:44.378,103.11473610933868,103.23224172828802,103.24227856444394,103.2135474554631
2017-05-08 09:44:49.715,103.10202917497256,103.24601912557853,103.1847057209458,103.26506306474714
2017-05-08 09:44:54.361,103.1351212186373,103.24251271779238,103.25071503287128,103.23419319678047
2017-05-08 09:44:59.512,103.10496304614598,103.26336913168498,103.20683762981328,103.27285328351665
2017-05-08 09:45:04.850,103.07878646058501,103.21645320801635,103.25537306113445,103.26802063874115
2017-05-08 09:45:09.808,103.10869531842339,103.32631167549937,103.23889170701108,103.22220578008137
2017-05-08 09:45:14.798,103.12023771001434,103.26121813769234,103.24898707705246,103.25084876918464
2017-05-08 09:45:19.687,103.15010371130826,103.21698799488283,103.24660452006432,103.2587232066587
2017-05-08 09:45:23.656,103.12176152639222,103.29273132267811,103.24429079461193,103.26879478324669
2017-05-08 09:45:29.701,103.09068339656157,103.24475140901811,103.23533602115236,103.3029067349766
2017-05-08 09:45:34.642,103.11465703617502,103.18224340312028,103.24303154250124,103.23870481638573
2017-05-08 09:45:39.862,103.10897646201762,103.27578814892381,103.25773803162132,103.26302566220514
2017-05-08 09:45:44.832,103.12773353152724,103.25286906011989,103.2751630362144,103.2480635037497
2017-05-08 09:45:49.967,103.10536265810939,103.2497741811874,103.23722971978307,103.27433005302098
2017-05-08 09:45:54.717,103.10643650981771,103.2349735664009,103.25095133935339,103.27119970916068
2017-05-08 09:45:59.915,103.11805804374222,103.23995189421251,103.1986534488392,103.23839374325476
2017-05-08 09:46:04.999,103.12692971903408,103.27073583653731,103.23521859408066,103.28387695592434
2017-05-08 09:46:09.074,103.11972431540212,103.25883544402795,103.23579384391203,103.27010834838143
2017-05-08 09:46:14.605,103.1605119350659,103.27062892082283,,103.24457842710868
2017-05-08 09:46:19.960,103.13604764941704,103.26312087421285,103.25637804985959,103.27543498923413
2017-05-08 09:46:24.586,103.12182948780298,103.24810847428732,103.25609327084557,103.25164958105653
2017-05-08 09:46:29.444,103.04160771203212,103.27941692102755,103.25231642442519,103.2552108633493
2017-05-08 09:46:34.979,103.1567163974205,103.25164583144134,103.24675067896456,103.2576788036129
2017-05-08 09:46:39.714,103.12642091192579,103.25526917481193,103.24452324350607,103.2997001329321
2017-05-08 09:46:44.952,103.1221257518234,103.23123631062363,103.25195297025361,103.26265476767533
2017-05-08 09:46:49.706,103.14903291957282,103.25380519398136,103.24907866357387,103.21660444296188
2017-05-08 09:46:54.748,103.07059241784334,103.2627896511473,103.21620561763892,103.25306010881935
2017-05-08 09:46:59.712,103.11437550808091,103.24801062413977,103.2629663016854,103.25323554462194
2017-05-08 09:47:04.923,103.13966692552688,103.18999959424247,103.23768207743501,103.24196142117775
2017-05-08 09:47:09.952,103.1413081515153,103.22747496525935,103.24943392758216,103.26119556516909
2017-05-08 09:47:14.870,103.16125144839393,103.26007735405254,103.22467439439102,103.3091391649222
2017-05-08 09:47:19.753,103.12647534479001,103.2815312833213,103.27099503511192,103.26715969418336
2017-05-08 09:47:24.390,103.12632032220411,103.27769804911375,103.27504433940132,103.26109982159139
2017-05-08 09:47:29.979,103.13790907414906,103.24310869893088,103.27961205113962,103.26717104131215
2017-05-08 09:47:34.803,103.11716447433214,103.23558474070425,103.26629263804391,103.27108957590691
2017-05-08 09:47:39.576,103.13141216228712,103.26720552425095,103.26629839120206,103.23990768139996
2017-05-08 09:47:44.160,103.12512748317455,103.26597709684128,103.24046942670743,103.28680969867608
2017-05-08 09:47:49.823,103.09973356307721,103.26597584698986,103.24250668430545,103.30168490636376
2017-05-08 09:47:54.161,103.1402370345713,103.25023957365968,103.27977230782886,103.28377957858977
2017-05-08 09:47:59.938,103.11842153829991,103.26405115825533,103.24157710395752,103.23669351710348
2017-05-08 09:48:04.767,103.08166720774932,103.26604341671384,103.26142657166942,103.29544923214158
2017-05-08 09:48:09.553,103.1226253180655,103.29410553301938,103.30492022856035,103.27311459872685
2017-05-08 09:48:14.551,103.11923690958488,103.26803292818784,103.24550165046684,103.28184622578405
2017-05-08 09:48:19.222,103.13177129263909,103.27174545452641,103.30837408619249,103.27025286305968
2017-05-08 09:48:24.436,103.14189332323599,103.2856460149426,103.28036103125744,103.29243842113269
2017-05-08 09:48:29.895,103.1201992249955,103.21023240421016,103.22099678435308,103.22017929307512
2017-05-08 09:48:34.754,103.11981035548757,103.26737310946928,103.19241647389761,103.24523625731149
2017-05-08 09:48:39.913,103.11835200138587,103.28077754974551,103.26113075442875,103.28265482771496
2017-05-08 09:48:44.872,103.12262132925632,103.23549917798279,103.25322755725142,103.25955530624356
2017-05-08 09:48:49.442,103.12231769035523,103.26713351816414,103.21790105562282,103.27431707020546
2017-05-08 09:48:54.939,103.16052968843252,103.26862300208967,103.22088870544319,103.26409632465204
2017-05-08 09:48:59.412,103.12616459696497,103.24775839357761,103.25594489620958,103.28185865993582
2017-05-08 09:49:04.895,103.13184495890243,103.25639627164153,103.21051986016515,103.23335797415683
2017-05-08 09:49:09.780,103.13454861742134,103.26518461455,103.26991875109827,103.28074847956404
2017-05-08 09:49:14.841,103.14148531899879,103.24990566139998,103.2663008204764,103.35580079167892
2017-05-08 09:49:19.110,103.1023868841431,103.2653679787587,103.28918013314153,103.34762978135205
2017-05-08 09:49:24.654,103.11319960961359,103.22851132545172,103.24864408825556,103.24507568179413
2017-05-08 09:49:29.999,103.12633802339735,103.28162202687193,103.26516081970799,103.2868546732808
2017-05-08 09:49:34.975,103.09109402371857,103.25395880305747,103.3355112825424,103.26604815416454
2017-05-08 09:49:39.843,103.0357596334344,103.2430944657076,103.26777073845749,103.29769224828885
2017-05-08 09:49:44.577,103.04082064246523,103.24241626942246,103.2891199523733,103.2797581753233
2017-05-08 09:49:49.661,103.15218614643314,103.2410540063232,103.25333758185995,103.28446909816476
2017-05-08 09:49:54.862,103.10389217674005,103.25505370904094,103.25974761306566,103.25757463030902
2017-05-08 09:49:59.878,103.17715785051301,103.27293728633694,103.3024879745384,103.2153318587443
2017-05-08 09:50:04.358,103.11835300524137,103.26403452080653,103.26469420092448,103.25565921229095
2017-05-08 09:50:09.945,103.202128359381,103.27473762538325,103.24267780177236,103.28228724949253
2017-05-08 09:50:14.945,103.07169757908669,103.25404602685607,103.24914635457367,103.27947178460539
2017-05-08 09:50:19.638,103.1267746718424,103.27548391052528,103.25050922407921,103.3141645496922
2017-05-08 09:50:24.532,103.183005323328,103.26924436582905,103.24573422846058,103.28608312946369
2017-05-08 09:50:29.935,103.13800634533357,103.25159948025156,103.25505425619095,103.2298508828888
2017-05-08 09:50:34.986,103.03876209667234,103.26875901297527,103.30573163302512,103.27657239573139
2017-05-08 09:50:39.437,103.11688711633198,103.2862422804556,103.27501874441822,103.28007726311252
2017-05-08 09:50:44.957,103.11684074882024,103.24444657430053,103.23668789364328,103.32110111917217
2017-05-08 09:50:49.936,103.14411008293095,103.27568398685185,103.28998658005744,103.25593798928699
2017-05-08 09:50:54.701,103.12094993558443,103.18520431569739,103.23577238724457,103.26262597835549
2017-05-08 09:50:59.695,103.20216243176249,103.32761832937865,103.25822062626708,103.28417509902843
2017-05-08 09:51:04.898,103.07557850079175,103.24718379079178,103.28634870974317,103.2751556972012
2017-05-08 09:51:09.955,103.0986874451846,103.3371068169586,103.2406113494983,103.26942372309696
2017-05-08 09:51:14.453,103.04970976173574,103.26008970395505,103.25978376326182,103.30465422678917
2017-05-08 09:51:19.072,103.13681847536242,103.22792060603176,103.26151861255016,103.24448487129872
2017-05-08 09:51:24.187,103.10227262142641,103.25400699902319,103.24324616605108,103.28412468635443
2017-05-08 09:51:29.968,103.12536498505061,103.2747606814529,103.23945724328733,103.27010156905052
2017-05-08 09:51:34.600,103.1570322742894,103.26472660274048,103.26173728659981,103.27193151286977
2017-05-08 09:51:39.644,103.11560867084245,103.26077270805726,103.27755508629461,103.28834668555258
2017-05-08 09:51:44.826,103.10009918250466,103.2493728108536,103.22011621662296,103.26712165535461
2017-05-08 09:51:49.913,103.07805437665397,103.26832520871686,103.2520183049471,103.26820232417276
2017-05-08 09:51:54.955,103.14196575586246,103.25854561918787,103.26912311868458,103.26535492403202
2017-05-08 09:51:59.481,103.13997623545262,103.19799638982036,103.23092823373688,103.24607329872788
2017-05-08 09:52:04.990,103.1613469157902,103.24544121799983,103.26252815848282,103.26549800861655
2017-05-08 09:52:09.970,103.12605601814259,103.25689766794369,103.24367206830365,103.28363719141753
2017-05-08 09:52:14.544,103.19147226054082,103.25590927567322,103.27740416765015,103.26665555652167
2017-05-08 09:52:19.932,103.12898190947766,103.32731406713262,103.19619063948103,103.26922130202072
2017-05-08 09:52:24.852,103.13203694557464,103.2793695431052,103.2435660569532,103.24176327623923
2017-05-08 09:52:29.848,103.20672267554868,103.28278410789842,103.30274442429949,103.27230840532924
2017-05-08 09:52:34.205,103.14360555457395,103.27773621109372,103.24944096504262,103.27959003859284
2017-05-08 09:52:39.728,103.12548741769726,103.27567612667885,103.27686048112349,103.35595413152566
2017-05-08 09:52:44.604,103.15227952172773,103.31655042520613,103.27078007585003,103.29148633228073
2017-05-08 09:52:49.979,103.173685822826,103.24746264174316,103.27036365118983,103.27151599577815
2017-05-08 09:52:54.771,103.13488107000794,103.2975107198046,103.26636143967247,103.29652546330549
2017-05-08 09:52:59.863,103.21867722649566,103.23075650910346,103.2489967485496,103.27164129426238
2017-05-08 09:53:04.742,103.1060530227063,103.26146703948973,103.19635497017347,103.29325947962552
2017-05-08 09:53:09.622,103.11813656699924,103.26543117091126,103.25203430033001,103.25385703206422
2017-05-08 09:53:14.939,103.1356827392295,103.2865773906612,103.27859068417283,103.2337400996286
2017-05-08 09:53:19.877,103.13352554842957,103.27195577087704,103.22927487240787,
2017-05-08 09:53:24.477,103.14440936265717,103.27234079115924,103.16784990658786,103.26245051235955
2017-05-08 09:53:29.847,103.12186193795688,103.26937917433219,103.23684630439536,103.239847983726
2017-05-08 09:53:34.766,103.08302909207525,103.26070178712314,103.25127954950938,103.23856323810979
2017-05-08 09:53:39.984,103.1417661608719,103.181003514123,103.26159884779722,103.26008344662807
2017-05-08 09:53:44.740,103.12970148472223,103.29825558566847,103.26656822284372,103.2657840055444
2017-05-08 09:53:49.155,103.14128115598876,103.26409002381081,103.26685756305345,103.23307858346138
2017-05-08 09:53:54.991,103.11296620508615,103.2599921923055,103.24969114931908,103.20194097469381
2017-05-08 09:53:59.749,103.13878250102027,103.2557848587218,103.18780551750635,103.30742612053433
2017-05-08 09:54:04.312,103.0690178979035,103.26483284643909,103.2885102726467,103.21927584905451
2017-05-08 09:54:09.634,103.11058741989997,103.26658057263856,103.23634539262449,103.15393019785583
2017-05-08 09:54:14.656,103.12450689595303,103.29121058769744,103.23818092577291,103.26731316376086
2017-05-08 09:54:19.607,103.13693666019562,103.21830767809404,103.2587669041329,103.26228118595301
2017-05-08 09:54:24.027,103.13836657413353,103.35157521179681,103.25969024849977,103.30185827453559
2017-05-08 09:54:29.800,103.16154047935677,103.31042767346341,103.22842935041554,103.30076686772878
2017-05-08 09:54:34.624,103.077099100374,103.2969150358451,103.29781913779755,103.32442047504114
2017-05-08 09:54:39.506,103.12878938043579,103.2894247009192,103.26743167635638,103.26979164704535
2017-05-08 09:54:44.503,103.15492272274489,103.29660122800084,103.29157520957543,103.28719453837934
